gp-common-timestamp,before,dirty_reboot_time
2024-03-22T20:40:59Z,"[2023-11-29T05:46:48+00:00]: The resource property GPU_SXM_6 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T05:46:53+00:00]: The resource property GPU_SXM_1 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T05:47:00+00:00]: The resource property NVSwitch_3 NVLink_31 has detected errors of type 'NVLink Training Error'.; Resolution: Restart Fabric Manager or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:41:39+00:00]: The resource property PCIeSwitch_0/DOWN_3 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:41:41+00:00]: The resource property PCIeSwitch_0/DOWN_2 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:45:51+00:00]: The resource property PCIeSwitch_0 PCIe Upstream Port has detected errors of type 'PCIe Uncorrectable Error 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:53:59+00:00]: The resource property GPU_SXM_8 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:02+00:00]: The resource property GPU_SXM_8 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:08+00:00]: The resource property GPU_SXM_8 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:13+00:00]: The resource property GPU_SXM_8 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:17+00:00]: The resource property GPU_SXM_8 NVLink_10 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:24+00:00]: The resource property GPU_SXM_8 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:27+00:00]: The resource property GPU_SXM_8 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:30+00:00]: The resource property GPU_SXM_8 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:36+00:00]: The resource property GPU_SXM_8 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:40+00:00]: The resource property GPU_SXM_7 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:44+00:00]: The resource property GPU_SXM_7 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:50+00:00]: The resource property GPU_SXM_7 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:53+00:00]: The resource property GPU_SXM_7 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:54:58+00:00]: The resource property GPU_SXM_6 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:04+00:00]: The resource property GPU_SXM_6 NVLink_14 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:06+00:00]: The resource property GPU_SXM_6 NVLink_7 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:11+00:00]: The resource property GPU_SXM_6 NVLink_6 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:18+00:00]: The resource property GPU_SXM_5 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:20+00:00]: The resource property GPU_SXM_5 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:24+00:00]: The resource property GPU_SXM_5 NVLink_7 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:30+00:00]: The resource property GPU_SXM_5 NVLink_6 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:31+00:00]: The resource property GPU_SXM_4 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:35+00:00]: The resource property GPU_SXM_4 NVLink_12 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:42+00:00]: The resource property GPU_SXM_4 NVLink_9 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:44+00:00]: The resource property GPU_SXM_4 NVLink_8 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:47+00:00]: The resource property GPU_SXM_2 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:55:50+00:00]: The resource property GPU_SXM_2 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T06:57:42+00:00]: The resource property PCIeSwitch_0/DOWN_3 PCIe has detected errors of type 'Abnormal Speed Change'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T07:18:57+00:00]: The resource property PCIeSwitch_0 PCIe Upstream Port has detected errors of type 'PCIe Uncorrectable Error 8192'.; Resolution: Reset the link. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
2024-03-22T20:40:59Z,"[2023-11-29T07:27:08+00:00]: The resource property GPU_SXM_8 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-22 21:36:42
