gp-common-timestamp,before,dirty_reboot_time
2024-03-07T01:01:59Z,"[2023-12-14T16:50:04+00:00]: The resource property GPU_SXM_7 NVLink_5 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:07+00:00]: The resource property GPU_SXM_7 NVLink_4 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:12+00:00]: The resource property GPU_SXM_7 NVLink_3 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:17+00:00]: The resource property GPU_SXM_7 NVLink_2 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:19+00:00]: The resource property GPU_SXM_7 NVLink_1 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:23+00:00]: The resource property GPU_SXM_7 NVLink_0 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:30+00:00]: The resource property GPU_SXM_6 NVLink_17 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:32+00:00]: The resource property GPU_SXM_6 NVLink_16 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:37+00:00]: The resource property GPU_SXM_6 NVLink_15 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:44+00:00]: The resource property GPU_SXM_6 NVLink_14 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
2024-03-07T01:01:59Z,"[2023-12-14T16:50:45+00:00]: The resource property GPU_SXM_6 NVLink_13 has detected errors of type 'NVLink Training Error'.; Resolution: Reset the GPU or power cycle the BaseBoard. If problem persists, isolate the server for RMA evaluation., Resolved: true ",2024-03-07 01:57:14
